bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
721719030,bam,,,2016-08-17 11:49:51.972105,slurm_multi,1471438690.0,0,,6.0,main_w1_handler2,2788531,13675764,False,,7893800,slurm,,132112168.0,corral-repl,,0,no,,"""b4f56d3a647011e686f2005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a45420fa5459a2ae'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32132931.0,1471438497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 12:58:12.137617,88285,193.0
899593739,bam,,,2016-08-17 11:49:53.584244,slurm_multi,1471438947.0,0,,6.0,main_w1_handler2,2788531,13675766,False,,7893817,slurm,,132112168.0,corral-repl,,0,no,,"""b5d1a782647011e686f2005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb7b235ef995f4da'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32132931.0,1471438695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 13:02:30.096284,88285,252.0
732054933,bam,,,2016-08-17 11:49:55.049793,slurm_multi,1471439820.0,0,,6.0,main_w1_handler2,2788531,13675769,False,,7893953,slurm,,132112168.0,corral-repl,,0,no,,"""b6decf42647011e686f2005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f6a4a5f2fcf1ae7'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32132931.0,1471439578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 13:17:03.942347,88285,242.0
801981454,bam,,,2016-08-17 11:49:54.130541,slurm_multi,1471439257.0,0,,6.0,main_w1_handler2,2788531,13675767,False,,7893840,slurm,,132112168.0,corral-repl,,0,no,,"""b64e474c647011e686f2005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e70d3cf1668fd1c'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32132931.0,1471438958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 13:07:44.467424,88285,299.0
1181313930,bam,,,2016-08-17 14:17:04.889307,slurm_multi,1471444165.0,0,,6.0,main_w2_handler2,2776129,13676913,False,,7894495,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,2.0,custom,250,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586b402c43858e3ed'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,31725443.0,1471443440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 14:29:26.832805,87810,725.0
740243896,bam,,,2016-08-17 11:49:54.609315,slurm_multi,1471439568.0,0,,6.0,main_w1_handler2,2788531,13675768,False,,7893925,slurm,,132112168.0,corral-repl,,0,no,,"""b6998e64647011e686f2005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d4f1fcdc792418a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32132931.0,1471439269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 13:12:50.093868,88285,299.0
952156332,bam,,,2016-08-17 14:49:55.971831,slurm_multi,1471446507.0,0,,6.0,main_w4_handler2,2788531,13677011,False,,7894673,slurm,,132112168.0,corral-repl,,0,no,,"""dca473d0648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52617e1d99f36c2a0'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471446203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:08:28.388891,88285,304.0
822024896,bam,,,2016-08-17 14:49:58.389188,slurm_multi,1471447868.0,0,,6.0,main_w4_handler2,2788531,13677015,False,,7894844,slurm,,132112168.0,corral-repl,,0,no,,"""de1fce08648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b21e32610a8f6b0c'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:31:19.250091,88285,213.0
803493982,bam,,,2016-08-17 14:50:08.228558,slurm_multi,1471448981.0,0,,6.0,main_w4_handler2,2788531,13677025,False,,7894957,slurm,,132112168.0,corral-repl,,0,no,,"""e3015b58648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6221e8f209e4e03'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:49:43.229918,88285,195.0
1181313930,bam,,,2016-08-17 14:54:54.842793,slurm_multi,1471446048.0,0,,6.0,main_w4_handler2,2776129,13677061,False,,7894632,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,2.0,custom,250,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586b402c43858e3ed'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,31725443.0,1471445704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:00:49.366668,87810,344.0
863624160,bam,,,2016-08-17 14:49:54.104084,slurm_multi,1471445875.0,0,,6.0,main_w4_handler2,2788531,13677007,False,,7894597,slurm,,132112168.0,corral-repl,,0,no,,"""db75557e648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5888db84fce7ae31b'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471445403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 14:57:56.460617,88285,472.0
787356987,bam,,,2016-08-17 14:49:55.337413,slurm_multi,1471446044.0,0,,6.0,main_w3_handler2,2788531,13677009,False,,7894645,slurm,,132112168.0,corral-repl,,0,no,,"""dc506d58648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58995109716a0d06c'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471445886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:00:45.626534,88285,158.0
857988699,bam,,,2016-08-17 14:50:03.718504,slurm_multi,1471447640.0,0,,6.0,main_w3_handler2,2788531,13677021,False,,7894818,slurm,,132112168.0,corral-repl,,0,no,,"""e130e8c0648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ac922e2b431db9a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:27:23.257085,88285,183.0
740243896,bam,,,2016-08-17 14:50:11.781522,slurm_multi,1471448391.0,0,,6.0,main_w3_handler2,2788531,13677031,False,,7894911,slurm,,132112168.0,corral-repl,,0,no,,"""e61b51fe648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d4f1fcdc792418a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:40:03.083402,88285,183.0
700018959,bam,,,2016-08-17 14:49:54.787042,slurm_multi,1471446195.0,0,,6.0,main_w4_handler2,2788531,13677008,False,,7894643,slurm,,132112168.0,corral-repl,,0,no,,"""dbf1642a648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc2637650894dae4'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471445883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:03:16.744219,88285,312.0
514770343,bam,,,2016-08-17 14:49:57.182417,slurm_multi,1471446504.0,0,,6.0,main_w3_handler2,2788531,13677013,False,,7894674,slurm,,132112168.0,corral-repl,,0,no,,"""dd638ac2648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f14de3f64f13b8b0'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471446203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:08:25.549254,88285,301.0
940201709,bam,,,2016-08-17 14:49:59.678072,slurm_multi,1471446802.0,0,,6.0,main_w3_handler2,2788531,13677017,False,,7894713,slurm,,132112168.0,corral-repl,,0,no,,"""dee29d48648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c67847cf5acb08a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471446521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:13:34.329836,88285,281.0
660899029,bam,,,2016-08-17 14:49:56.552514,slurm_multi,1471447084.0,0,,6.0,main_w4_handler2,2788531,13677012,False,,7894750,slurm,,132112168.0,corral-repl,,0,no,,"""dd0af6a0648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ab1091d36a45735'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471446818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:18:07.506487,88285,266.0
789129860,bam,,,2016-08-17 14:49:59.087401,slurm_multi,1471448201.0,0,,6.0,main_w4_handler2,2788531,13677016,False,,7894875,slurm,,132112168.0,corral-repl,,0,no,,"""de7a5616648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd7eb26189c53a9f'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:36:42.847301,88285,311.0
691739247,bam,,,2016-08-17 14:50:08.654162,slurm_multi,1471447871.0,0,,6.0,main_w3_handler2,2788531,13677026,False,,7894845,slurm,,132112168.0,corral-repl,,0,no,,"""e446d15a648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2f687af49c81d8a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:31:23.006811,88285,213.0
875345210,bam,,,2016-08-17 14:50:01.427157,slurm_multi,1471447158.0,0,,6.0,main_w3_handler2,2788531,13677019,False,,7894751,slurm,,132112168.0,corral-repl,,0,no,,"""dfd1fc30648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503ee64320555a31a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471446818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:19:20.287704,88285,340.0
833971071,bam,,,2016-08-17 14:50:02.721433,slurm_multi,1471447418.0,0,,6.0,main_w3_handler2,2788531,13677020,False,,7894779,slurm,,132112168.0,corral-repl,,0,no,,"""e0704eb2648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5096678c59e909f9e'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:23:42.121735,88285,236.0
688956298,bam,,,2016-08-17 14:49:57.801840,slurm_multi,1471447450.0,0,,6.0,main_w4_handler2,2788531,13677014,False,,7894780,slurm,,132112168.0,corral-repl,,0,no,,"""ddba92cc648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524651789d30acfa6'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:24:10.862940,88285,283.0
811026064,bam,,,2016-08-17 14:50:04.766791,slurm_multi,1471448583.0,0,,6.0,main_w4_handler2,2788531,13677022,False,,7894929,slurm,,132112168.0,corral-repl,,0,no,,"""e1c3d9c8648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519465aace319d94e'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:43:05.153754,88285,176.0
899593739,bam,,,2016-08-17 14:50:10.736870,slurm_multi,1471449855.0,0,,6.0,main_w4_handler2,2788531,13677029,False,,7895055,slurm,,132112168.0,corral-repl,,0,no,,"""e5808f0c648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb7b235ef995f4da'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471449404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 16:04:29.145455,88285,451.0
777509133,bam,,,2016-08-17 14:50:00.547998,slurm_multi,1471448371.0,0,,6.0,main_w4_handler2,2788531,13677018,False,,7894912,slurm,,132112168.0,corral-repl,,0,no,,"""df4d03d6648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50201be27d355b54a'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:39:31.904902,88285,163.0
830865486,bam,,,2016-08-17 14:50:10.214639,slurm_multi,1471448203.0,0,,6.0,main_w3_handler2,2788531,13677028,False,,7894876,slurm,,132112168.0,corral-repl,,0,no,,"""e50bcc30648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5945a2d9104b884'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471447890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:36:45.668852,88285,313.0
5297623388,bam,,,2016-09-29 04:26:17.144101,slurm_multi,1475148096.0,0,,6.0,main_w4_handler2,2099081,13970992,False,,8191633,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e3181dfc3689e48'}]",,"""1""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,33287621.0,1475144220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-29 11:21:38.117611,32853,3876.0
713514855,bam,,,2016-08-17 14:50:05.756659,slurm_multi,1471448775.0,0,,6.0,main_w4_handler2,2788531,13677023,False,,7894939,slurm,,132112168.0,corral-repl,,0,no,,"""e2654772648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d53d8cf97e713b0b'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:46:17.787088,88285,188.0
721719030,bam,,,2016-08-17 14:50:09.443091,slurm_multi,1471449381.0,0,,6.0,main_w4_handler2,2788531,13677027,False,,7894974,slurm,,132112168.0,corral-repl,,0,no,,"""e4903f48648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a45420fa5459a2ae'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471448987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 15:56:34.350115,88285,394.0
801981454,bam,,,2016-08-17 14:50:11.254920,slurm_multi,1471450271.0,0,,6.0,main_w4_handler2,2788531,13677030,False,,7895163,slurm,,132112168.0,corral-repl,,0,no,,"""e5cc48de648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e70d3cf1668fd1c'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471449874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 16:11:15.164061,88285,397.0
732054933,bam,,,2016-08-17 14:50:12.351926,slurm_multi,1471451005.0,0,,6.0,main_w4_handler2,2788531,13677033,False,,7895341,slurm,,132112168.0,corral-repl,,0,no,,"""e67198c0648911e6b346005056a51846""",false,1,false,2.0,custom,200,no,false,,1,,,yes,false,2000,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f6a4a5f2fcf1ae7'}]",,"""500""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",1,,,,,no,32.0,,32132931.0,1471450602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 16:23:33.159236,88285,403.0
167965054,bam,,,2016-08-17 16:58:43.672495,slurm_multi,1471453295.0,0,,6.0,main_w4_handler2,2794200,13677810,False,,7895529,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebc4a8d076821382'}]",,"""50""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,30845012.0,1471453134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-08-17 17:01:36.662871,86069,161.0
63248254,bam,,,2016-09-28 19:14:53.610439,slurm_multi,1475096446.0,0,,6.0,main_w3_handler2,2714516,13968240,False,,8187699,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564d7cc2398915d47'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,33300435.0,1475096367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-28 21:01:09.933899,84889,79.0
407154855,bam,,,2016-09-28 19:10:45.925243,slurm_multi,1475096475.0,0,,6.0,main_w3_handler2,2835959,13968143,False,,8187586,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea20c7c2d84e7d66'}]",,"""10""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33251234.0,1475096112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-28 21:01:29.261710,38645,363.0
50734191,bam,,,2016-09-28 19:35:07.803133,slurm_multi,1475097785.0,0,,6.0,main_w3_handler2,2683154,13968454,False,,8187832,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a5ebd6a2f4f39a7'}]",,"""500000""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,32952641.0,1475097748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-28 21:23:12.139233,54621,37.0
526485123,bam,,,2016-09-28 19:10:46.602472,slurm_multi,1475099911.0,0,,6.0,main_w3_handler2,2835959,13968144,False,,8188335,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56df5093f0214786e'}]",,"""10""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33251234.0,1475099519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-28 21:58:36.583845,38645,392.0
